unix_time_ns,sequence,motor,speed_rad_s,speed_rpm,torque_nm,abs_speed_rpm,abs_torque_nm,q_rad,temp_case_c,temp_winding_c,motor_state
1782790655380067889,0,m02,-0.0034283252898603678,-0.03273809498449395,0.11186079680919647,0.03273809498449395,0.11186079680919647,0.06907539814710617,40,39,0
1782790655430577383,1,m02,0.0068566505797207355,0.0654761899689879,0.1677911877632141,0.0654761899689879,0.1677911877632141,0.06907539814710617,40,39,0
1782790655481479523,2,m02,0.013713301159441471,0.1309523799379758,0.1677911877632141,0.1309523799379758,0.1677911877632141,0.06910218298435211,40,39,0
1782790655531956573,3,m02,0.0017141626449301839,0.016369047492246974,0.11186079680919647,0.016369047492246974,0.11186079680919647,0.06910218298435211,40,39,0
1782790655582278035,4,m02,0.018855789676308632,0.1800595279731389,0.11186079680919647,0.1800595279731389,0.11186079680919647,0.06910218298435211,40,39,0
1782790655633209911,5,m02,-0.015427465550601482,-0.1473214441054893,0.1677911877632141,0.1473214441054893,0.1677911877632141,0.0690620094537735,40,39,0
1782790655683910402,6,m02,0.0,0.0,0.11186079680919647,0.0,0.11186079680919647,0.06907539814710617,40,39,0
1782790655734141082,7,m02,0.011999139562249184,0.11458334245088873,0.1677911877632141,0.11458334245088873,0.1677911877632141,0.06910218298435211,40,39,0
1782790655784862780,8,m02,0.0034283252898603678,0.03273809498449395,0.1677911877632141,0.03273809498449395,0.1677911877632141,0.06910218298435211,40,39,0
1782790655835839388,9,m02,0.0068566505797207355,0.0654761899689879,0.1677911877632141,0.0654761899689879,0.1677911877632141,0.06907539814710617,40,39,0
1782790655886576404,10,m02,-0.008570813573896885,-0.08184524079628817,0.11186079680919647,0.08184524079628817,0.11186079680919647,0.06910218298435211,40,39,0
1782790655937629491,11,m02,-0.0017141626449301839,-0.016369047492246974,0.11186079680919647,0.016369047492246974,0.11186079680919647,0.06908878684043884,40,39,0
1782790655988321788,12,m02,0.0034283252898603678,0.03273809498449395,0.11186079680919647,0.03273809498449395,0.11186079680919647,0.06907539814710617,40,39,0
1782790656039345042,13,m02,0.011999139562249184,0.11458334245088873,0.11186079680919647,0.11458334245088873,0.11186079680919647,0.06910218298435211,40,39,0
1782790656090175418,14,m02,-0.0034283252898603678,-0.03273809498449395,0.11186079680919647,0.03273809498449395,0.11186079680919647,0.06910218298435211,40,39,0
1782790656141020819,15,m02,0.010284976102411747,0.09821428717685071,0.1677911877632141,0.09821428717685071,0.1677911877632141,0.06912896782159805,40,39,0
1782790656191741166,16,m02,0.008570813573896885,0.08184524079628817,0.11186079680919647,0.08184524079628817,0.11186079680919647,0.06910218298435211,40,39,0
1782790656242195721,17,m02,0.013713301159441471,0.1309523799379758,0.11186079680919647,0.1309523799379758,0.11186079680919647,0.06910218298435211,40,39,0
1782790656292817500,18,m02,0.0068566505797207355,0.0654761899689879,0.1677911877632141,0.0654761899689879,0.1677911877632141,0.06910218298435211,40,39,0
1782790656343708778,19,m02,-0.020569952204823494,-0.19642857435370142,0.11186079680919647,0.19642857435370142,0.11186079680919647,0.06907539814710617,40,39,0
1782790656394679004,20,m02,0.0068566505797207355,0.0654761899689879,0.11186079680919647,0.0654761899689879,0.11186079680919647,0.06907539814710617,40,39,0
1782790656445209376,21,m02,0.013713301159441471,0.1309523799379758,0.1677911877632141,0.1309523799379758,0.1677911877632141,0.06912896782159805,40,39,0
1782790656495261586,22,m02,0.0,0.0,0.11186079680919647,0.0,0.11186079680919647,0.06908878684043884,40,39,0
1782790656545973425,23,m02,0.0,0.0,0.1677911877632141,0.0,0.1677911877632141,0.06907539814710617,40,39,0
1782790656595981312,24,m02,0.0034283252898603678,0.03273809498449395,0.11186079680919647,0.03273809498449395,0.11186079680919647,0.06910218298435211,40,39,0
1782790656646935934,25,m02,0.03256909176707268,0.31101191680459017,0.1677911877632141,0.31101191680459017,0.1677911877632141,0.06912896782159805,40,39,0
1782790656696984341,26,m02,0.0068566505797207355,0.0654761899689879,0.11186079680919647,0.0654761899689879,0.11186079680919647,0.06912896782159805,40,39,0
1782790656747018125,27,m02,0.0,0.0,0.11186079680919647,0.0,0.11186079680919647,0.06910218298435211,40,39,0
1782790656797673899,28,m02,-0.010284976102411747,-0.09821428717685071,0.1677911877632141,0.09821428717685071,0.1677911877632141,0.06910218298435211,40,39,0
1782790656847775011,29,m02,0.0017141626449301839,0.016369047492246974,0.1677911877632141,0.016369047492246974,0.1677911877632141,0.06910218298435211,40,39,0
1782790656898677840,30,m02,-0.011999139562249184,-0.11458334245088873,0.1677911877632141,0.11458334245088873,0.1677911877632141,0.06910218298435211,40,39,0
1782790656949413428,31,m02,0.0017141626449301839,0.016369047492246974,0.11186079680919647,0.016369047492246974,0.11186079680919647,0.06908878684043884,40,39,0
1782790657000367728,32,m02,0.0034283252898603678,0.03273809498449395,0.11186079680919647,0.03273809498449395,0.11186079680919647,0.06911557167768478,40,39,0
1782790657050953800,33,m02,0.015427465550601482,0.1473214441054893,0.11186079680919647,0.1473214441054893,0.11186079680919647,0.06907539814710617,40,39,0
1782790657101041874,34,m02,0.013713301159441471,0.1309523799379758,0.11186079680919647,0.1309523799379758,0.11186079680919647,0.06908878684043884,40,39,0
1782790657151048592,35,m02,-0.0051424880512058735,-0.049107143588425356,0.1677911877632141,0.049107143588425356,0.1677911877632141,0.0690620094537735,40,39,0
1782790657201820106,36,m02,0.0051424880512058735,0.049107143588425356,0.1677911877632141,0.049107143588425356,0.1677911877632141,0.06910218298435211,40,39,0
1782790657252766835,37,m02,0.013713301159441471,0.1309523799379758,0.1677911877632141,0.1309523799379758,0.1677911877632141,0.06910218298435211,40,39,0
1782790657303772587,38,m02,0.008570813573896885,0.08184524079628817,0.1677911877632141,0.08184524079628817,0.1677911877632141,0.06910218298435211,40,39,0
1782790657354350321,39,m02,0.0,0.0,0.1677911877632141,0.0,0.1677911877632141,0.06910218298435211,40,39,0
1782790657404747545,40,m02,-0.01714162714779377,-0.16369048159257635,0.1677911877632141,0.16369048159257635,0.1677911877632141,0.06910218298435211,40,39,0
1782790657455246105,41,m02,0.0068566505797207355,0.0654761899689879,0.11186079680919647,0.0654761899689879,0.11186079680919647,0.06910218298435211,40,39,0
1782790657506279804,42,m02,0.008570813573896885,0.08184524079628817,0.1677911877632141,0.08184524079628817,0.1677911877632141,0.06910218298435211,40,39,0
1782790657557267052,43,m02,0.0051424880512058735,0.049107143588425356,0.11186079680919647,0.049107143588425356,0.11186079680919647,0.06912896782159805,40,39,0
1782790657607891542,44,m02,-0.008570813573896885,-0.08184524079628817,0.11186079680919647,0.08184524079628817,0.11186079680919647,0.06910218298435211,40,39,0
1782790657658938890,45,m02,0.015427465550601482,0.1473214441054893,0.11186079680919647,0.1473214441054893,0.11186079680919647,0.06910218298435211,40,39,0
1782790657709581249,46,m02,-0.0068566505797207355,-0.0654761899689879,0.1677911877632141,0.0654761899689879,0.1677911877632141,0.06908878684043884,40,39,0
1782790657759722074,47,m02,0.0068566505797207355,0.0654761899689879,0.11186079680919647,0.0654761899689879,0.11186079680919647,0.06910218298435211,40,39,0
1782790657810622870,48,m02,-0.0068566505797207355,-0.0654761899689879,0.11186079680919647,0.0654761899689879,0.11186079680919647,0.06910218298435211,40,39,0
1782790657861458622,49,m02,0.0017141626449301839,0.016369047492246974,0.1677911877632141,0.016369047492246974,0.1677911877632141,0.06912896782159805,40,39,0
1782790657912393672,50,m02,-0.0051424880512058735,-0.049107143588425356,0.11186079680919647,0.049107143588425356,0.11186079680919647,0.06907539814710617,40,39,0
1782790657962428339,51,m02,0.0,0.0,0.1677911877632141,0.0,0.1677911877632141,0.06910218298435211,40,39,0
1782790658013179320,52,m02,-0.0068566505797207355,-0.0654761899689879,0.11186079680919647,0.0654761899689879,0.11186079680919647,0.06910218298435211,40,39,0
1782790658064019291,53,m02,-0.0034283252898603678,-0.03273809498449395,0.1677911877632141,0.03273809498449395,0.1677911877632141,0.06910218298435211,40,39,0
1782790658114066147,54,m02,0.0034283252898603678,0.03273809498449395,0.11186079680919647,0.03273809498449395,0.11186079680919647,0.06910218298435211,40,39,0
